BTC-USD,buy,0.1

BTC-USDT,sell,0.1

BTC-USD,buy,0.1

BTC-USDT,sell,0.1

BTC-USD,buy,0.1

BTC-USDT,sell,0.1

BTC-USD,buy,0.1

BTC-USDT,sell,0.1
